time_ms,stream_id,bytes,sct_ms,e2e_ms,class,scheduler
1765685182146,16,51200,557.13,586.79,short,wfq
1765685182151,20,51200,559.81,591.76,short,wfq
1765685182165,28,51200,582.22,606.05,short,wfq
1765685182179,24,51200,585.31,619.55,short,wfq
1765685182182,4,51200,585.38,622.06,short,wfq
1765685182184,32,51200,585.44,624.57,short,wfq
1765685182187,12,51200,585.59,627.09,short,wfq
1765685182189,36,51200,585.69,629.61,short,wfq
1765685182414,0,51200,832.51,855.14,short,wfq
1765685182665,44,51200,499.60,552.11,short,wfq
1765685182675,40,51200,527.55,588.12,short,wfq
1765685182689,64,51200,502.18,555.95,short,wfq
1765685182700,52,51200,521.41,575.08,short,wfq
1765685182700,48,51200,527.85,580.30,short,wfq
1765685182709,56,51200,527.82,581.60,short,wfq
1765685182713,60,51200,529.12,582.89,short,wfq
1765685182901,72,51200,481.69,543.48,short,wfq
1765685183163,76,51200,488.20,542.37,short,wfq
1765685183202,100,51200,489.23,540.53,short,wfq
1765685183206,80,51200,516.14,567.70,short,wfq
1765685183218,84,51200,517.40,569.01,short,wfq
1765685183222,92,51200,512.26,562.65,short,wfq
1765685183222,88,51200,514.84,567.79,short,wfq
1765685183393,104,51200,456.17,516.49,short,wfq
1765685183659,112,51200,452.69,501.93,short,wfq
1765685183672,108,51200,479.34,532.84,short,wfq
1765685183701,128,51200,461.02,507.22,short,wfq
1765685183707,120,51200,485.43,531.44,short,wfq
1765685183714,124,51200,486.74,535.65,short,wfq
1765685183881,132,51200,460.90,517.59,short,wfq
1765685184106,136,51200,446.18,501.55,short,wfq
1765685184119,140,51200,447.58,499.98,short,wfq
1765685184160,144,51200,452.70,504.51,short,wfq
1765685184165,148,51200,451.38,501.44,short,wfq
1765685184205,152,51200,475.69,528.81,short,wfq
1765685184321,156,51200,437.12,493.87,short,wfq
1765685184559,164,51200,419.78,476.28,short,wfq
1765685184574,168,51200,386.99,438.30,short,wfq
1765685184602,172,51200,408.67,461.28,short,wfq
1765685184743,180,51200,396.20,447.51,short,wfq
1765685184963,184,51200,404.42,458.62,short,wfq
1765685185025,188,51200,428.99,478.37,short,wfq
1765685185030,192,51200,427.65,478.86,short,wfq
1765685185132,196,51200,360.30,412.82,short,wfq
1765685185399,204,51200,374.25,419.23,short,wfq
1765685185537,212,51200,385.31,434.40,short,wfq
1765685185753,216,51200,354.50,400.58,short,wfq
