time_ms,stream_id,bytes,sct_ms,e2e_ms,class,scheduler
1765684665068,36,51200,1271.72,1297.90,short,drr
1765684665142,84,51200,1327.32,1371.60,short,drr
1765684665156,88,51200,1355.84,1385.38,short,drr
1765684665158,100,51200,1321.45,1387.64,short,drr
1765684665169,20,51200,1320.33,1397.77,short,drr
1765684665179,40,51200,1315.57,1408.01,short,drr
1765684665218,0,51200,1414.60,1448.15,short,drr
1765684665232,112,51200,1406.29,1461.43,short,drr
1765684665251,12,51200,1410.17,1480.09,short,drr
1765684665252,16,51200,1407.68,1481.38,short,drr
1765684665264,28,51200,1407.80,1492.74,short,drr
1765684665272,48,51200,1401.65,1501.58,short,drr
1765684665295,96,51200,1277.43,1524.53,short,drr
1765684665297,8,51200,1178.88,1525.81,short,drr
1765684665362,52,51200,1487.84,1591.52,short,drr
1765684665366,64,51200,1486.54,1595.22,short,drr
1765684665374,76,51200,1484.14,1602.68,short,drr
1765684665379,80,51200,1487.86,1607.67,short,drr
1765684665389,104,51200,1265.79,1617.66,short,drr
1765684665393,116,51200,1368.37,1621.48,short,drr
1765684665994,32,51200,2201.70,2224.24,short,drr
1765684666082,108,51200,2260.25,2311.80,short,drr
1765684666113,24,51200,2261.02,2342.17,short,drr
1765684666126,44,51200,2258.79,2354.96,short,drr
1765684666141,68,51200,2257.71,2370.15,short,drr
1765684666171,60,51200,2363.72,2400.62,short,drr
1765684666175,92,51200,2363.81,2404.36,short,drr
1765684666225,4,51200,2365.45,2454.13,short,drr
1765684666252,72,51200,2364.67,2480.82,short,drr
1765684666409,120,51200,1260.15,1389.25,short,drr
1765684666414,124,51200,1261.42,1391.71,short,drr
1765684666491,128,51200,1271.54,1401.63,short,drr
1765684666505,132,51200,1279.09,1410.39,short,drr
1765684666516,136,51200,1284.13,1416.72,short,drr
1765684666530,140,51200,1286.65,1401.68,short,drr
1765684666534,144,51200,1286.69,1402.93,short,drr
1765684666539,148,51200,1286.62,1402.94,short,drr
1765684666541,152,51200,1285.29,1402.92,short,drr
1765684666559,156,51200,1293.98,1410.47,short,drr
1765684666588,160,51200,1297.77,1412.14,short,drr
1765684666592,164,51200,1295.17,1410.85,short,drr
1765684666654,168,51200,1305.89,1422.22,short,drr
1765684666671,172,51200,1312.16,1431.08,short,drr
1765684666676,180,51200,1308.40,1426.08,short,drr
1765684666687,184,51200,1312.13,1429.71,short,drr
1765684666702,192,51200,1313.40,1429.78,short,drr
1765684666804,196,51200,1409.71,1526.07,short,drr
1765684667413,200,51200,1418.37,1547.13,short,drr
1765684667517,204,51200,1434.20,1563.35,short,drr
1765684667545,208,51200,1432.37,1567.10,short,drr
1765684667562,212,51200,1435.82,1570.76,short,drr
1765684667573,216,51200,1430.55,1572.08,short,drr
1765684667605,220,51200,1434.30,1579.25,short,drr
1765684667610,224,51200,1434.19,1581.73,short,drr
1765684667658,228,51200,1432.92,1564.11,short,drr
1765684667680,232,51200,1428.71,1561.22,short,drr
1765684667829,236,51200,1419.48,1556.18,short,drr
1765684667831,240,51200,1415.70,1552.27,short,drr
1765684667899,244,51200,1406.93,1546.91,short,drr
1765684667912,248,51200,1406.89,1549.42,short,drr
1765684667924,252,51200,1406.79,1551.88,short,drr
1765684667937,256,51200,1406.75,1549.33,short,drr
1765684667942,260,51200,1406.66,1551.83,short,drr
1765684667948,268,51200,1405.45,1550.58,short,drr
1765684667990,272,51200,1401.52,1547.17,short,drr
1765684667995,276,51200,1401.57,1547.33,short,drr
1765684668080,296,51200,1391.61,1532.23,short,drr
1765684668095,300,51200,1392.89,1532.28,short,drr
1765684668160,284,51200,1496.73,1640.08,short,drr
1765684668193,304,51200,1389.02,1526.65,short,drr
1765684668198,280,51200,1541.75,1682.54,short,drr
1765684668777,308,51200,1362.75,1491.51,short,drr
1765684668902,316,51200,1355.30,1490.25,short,drr
1765684668916,320,51200,1352.76,1488.98,short,drr
1765684668926,324,51200,1351.45,1486.48,short,drr
1765684668957,328,51200,1350.24,1490.24,short,drr
1765684668962,332,51200,1350.25,1490.17,short,drr
1765684668974,312,51200,1456.54,1587.79,short,drr
1765684669006,336,51200,1346.47,1486.36,short,drr
1765684669160,344,51200,1327.68,1465.17,short,drr
1765684669222,348,51200,1321.40,1460.13,short,drr
1765684669233,352,51200,1320.17,1461.39,short,drr
1765684669243,356,51200,1317.72,1458.88,short,drr
1765684669248,360,51200,1318.93,1463.86,short,drr
1765684669259,368,51200,1316.46,1462.53,short,drr
1765684669266,372,51200,1316.42,1463.79,short,drr
1765684669301,376,51200,1311.06,1458.74,short,drr
1765684669306,380,51200,1311.00,1458.87,short,drr
1765684669347,364,51200,1409.04,1552.75,short,drr
1765684669363,384,51200,1308.40,1451.31,short,drr
1765684669386,388,51200,1304.65,1446.35,short,drr
1765684669398,392,51200,1303.32,1443.66,short,drr
1765684669490,400,51200,1295.79,1414.51,short,drr
1765684670127,408,51200,1223.85,1358.77,short,drr
1765684670140,412,51200,1221.33,1358.82,short,drr
1765684670151,416,51200,1221.29,1359.94,short,drr
1765684670171,404,51200,1392.62,1525.01,short,drr
1765684670178,420,51200,1220.06,1359.94,short,drr
1765684670370,436,51200,1208.94,1322.61,short,drr
1765684670445,448,51200,1200.56,1320.46,short,drr
1765684670448,452,51200,1198.15,1317.97,short,drr
1765684670462,456,51200,1199.71,1319.56,short,drr
1765684670467,460,51200,1199.86,1319.72,short,drr
1765684670503,468,51200,1197.58,1321.14,short,drr
1765684670523,444,51200,1288.84,1406.30,short,drr
1765684670541,472,51200,1193.81,1315.00,short,drr
1765684670561,476,51200,1195.15,1315.03,short,drr
1765684670581,480,51200,1193.89,1315.03,short,drr
1765684670594,484,51200,1193.89,1315.12,short,drr
1765684670681,488,51200,1190.11,1310.11,short,drr
1765684671093,424,51200,2129.68,2269.70,short,drr
1765684671185,492,51200,1168.88,1295.21,short,drr
1765684671295,496,51200,1165.65,1293.14,short,drr
1765684671308,500,51200,1165.68,1295.68,short,drr
1765684671318,504,51200,1165.77,1295.76,short,drr
