time_ms,stream_id,bytes,sct_ms,e2e_ms,class,scheduler
1765684489000,4,51200,555.40,578.13,short,drr
1765684489003,16,51200,554.31,581.63,short,drr
1765684489008,20,51200,555.61,586.62,short,drr
1765684489015,28,51200,556.93,592.83,short,drr
1765684489017,0,51200,555.77,595.68,short,drr
1765684489022,32,51200,557.08,600.35,short,drr
1765684489027,36,51200,558.37,605.32,short,drr
1765684489032,8,51200,559.70,610.22,short,drr
1765684489041,12,51200,593.06,619.39,short,drr
1765684489491,40,51200,490.88,550.84,short,drr
1765684489493,44,51200,488.33,548.32,short,drr
1765684489498,48,51200,488.24,550.74,short,drr
1765684489507,56,51200,488.18,549.30,short,drr
1765684489508,60,51200,484.40,548.16,short,drr
1765684489513,64,51200,484.38,548.17,short,drr
1765684489518,68,51200,484.37,550.66,short,drr
1765684489522,72,51200,484.39,551.94,short,drr
1765684489905,80,51200,410.87,464.71,short,drr
1765684489913,84,51200,412.31,467.17,short,drr
1765684489921,88,51200,411.38,464.94,short,drr
1765684489922,92,51200,407.68,463.72,short,drr
1765684489945,100,51200,412.27,464.76,short,drr
1765684489958,104,51200,412.23,462.38,short,drr
1765684490293,108,51200,386.27,437.64,short,drr
1765684490322,112,51200,398.71,449.27,short,drr
1765684490337,116,51200,399.92,448.24,short,drr
1765684490348,120,51200,402.73,451.60,short,drr
1765684490353,124,51200,403.84,456.58,short,drr
1765684490366,128,51200,405.01,456.67,short,drr
1765684490716,132,51200,412.95,474.32,short,drr
1765684490735,136,51200,412.81,475.54,short,drr
1765684490750,140,51200,407.55,463.03,short,drr
1765684490756,144,51200,406.41,464.20,short,drr
1765684490762,148,51200,406.39,465.43,short,drr
1765684490772,152,51200,405.01,465.39,short,drr
1765684491139,160,51200,401.87,455.51,short,drr
1765684491149,156,51200,431.91,483.07,short,drr
1765684491155,168,51200,398.28,454.39,short,drr
1765684491162,172,51200,398.23,455.65,short,drr
1765684491173,176,51200,399.60,456.96,short,drr
1765684491430,164,51200,678.57,733.43,short,drr
1765684491514,180,51200,373.93,420.40,short,drr
1765684491532,184,51200,382.64,429.28,short,drr
1765684491540,188,51200,381.52,429.21,short,drr
1765684491546,192,51200,381.67,430.59,short,drr
1765684491555,196,51200,381.86,430.92,short,drr
1765684491822,200,51200,384.77,443.70,short,drr
1765684491887,204,51200,371.48,420.70,short,drr
1765684491906,208,51200,364.97,419.07,short,drr
1765684491912,212,51200,366.23,420.39,short,drr
1765684491921,216,51200,364.71,415.62,short,drr
1765684492199,224,51200,374.17,422.85,short,drr
1765684492260,228,51200,370.67,421.80,short,drr
1765684492275,232,51200,368.33,419.55,short,drr
1765684492282,236,51200,369.61,423.28,short,drr
1765684492520,244,51200,319.47,362.46,short,drr
1765684492535,240,51200,612.38,666.13,short,drr
1765684492595,248,51200,332.36,376.24,short,drr
1765684492610,252,51200,333.52,378.84,short,drr
1765684492620,256,51200,338.31,386.14,short,drr
1765684492900,264,51200,365.86,417.03,short,drr
1765684492948,268,51200,350.27,410.78,short,drr
1765684492958,272,51200,347.70,394.26,short,drr
1765684492963,276,51200,341.53,396.70,short,drr
1765684493128,260,51200,606.10,654.76,short,drr
1765684493280,284,51200,329.91,374.87,short,drr
1765684493289,288,51200,330.09,376.24,short,drr
1765684493292,292,51200,326.33,373.72,short,drr
1765684493595,304,51200,302.08,345.10,short,drr
1765684493613,308,51200,302.11,347.13,short,drr
1765684493907,312,51200,310.03,357.49,short,drr
1765684494097,316,51200,481.35,530.00,short,drr
1765684498265,280,575488,5362.43,5407.49,medium,drr
1765684498475,328,51200,229.74,267.74,short,drr
