time_ms,stream_id,bytes,sct_ms,e2e_ms,class,scheduler
1765684570016,12,51200,443.85,480.75,short,drr
1765684570021,16,51200,446.52,485.84,short,drr
1765684570028,32,51200,444.36,493.29,short,drr
1765684570055,36,51200,468.77,520.12,short,drr
1765684570059,8,51200,489.82,524.28,short,drr
1765684570064,20,51200,487.56,529.36,short,drr
1765684570071,28,51200,490.26,535.59,short,drr
1765684570119,0,51200,562.43,585.21,short,drr
1765684570474,44,51200,445.16,494.36,short,drr
1765684570497,52,51200,445.98,495.67,short,drr
1765684570502,56,51200,445.86,498.23,short,drr
1765684570507,60,51200,443.20,495.68,short,drr
1765684570531,64,51200,441.83,494.23,short,drr
1765684570618,40,51200,602.03,650.89,short,drr
1765684570643,48,51200,603.31,654.09,short,drr
1765684570723,68,51200,603.15,657.46,short,drr
1765684570921,80,51200,417.70,479.09,short,drr
1765684570929,84,51200,419.06,481.66,short,drr
1765684571034,92,51200,416.59,479.06,short,drr
1765684571048,72,51200,573.14,631.13,short,drr
1765684571071,76,51200,573.57,633.75,short,drr
1765684571081,96,51200,438.00,501.05,short,drr
1765684571125,88,51200,592.76,652.74,short,drr
1765684571134,100,51200,411.64,477.29,short,drr
1765684571346,108,51200,416.95,465.72,short,drr
1765684571476,120,51200,407.68,458.16,short,drr
1765684571482,104,51200,561.03,607.25,short,drr
1765684571486,124,51200,407.66,458.32,short,drr
1765684571529,128,51200,404.06,456.12,short,drr
1765684571538,132,51200,403.85,457.15,short,drr
1765684571598,112,51200,564.01,612.74,short,drr
1765684571895,144,51200,412.24,471.04,short,drr
1765684571899,148,51200,412.26,472.39,short,drr
1765684571919,140,51200,442.48,499.95,short,drr
1765684571944,152,51200,412.99,473.62,short,drr
1765684572007,160,51200,409.25,469.21,short,drr
1765684572101,156,51200,561.93,623.87,short,drr
1765684572299,164,51200,411.52,477.02,short,drr
1765684572305,168,51200,410.29,475.65,short,drr
1765684572310,172,51200,410.16,478.10,short,drr
1765684572366,176,51200,405.15,451.40,short,drr
1765684572498,184,51200,396.38,445.10,short,drr
1765684572551,180,51200,541.88,588.05,short,drr
1765684572673,188,51200,374.14,428.30,short,drr
1765684572739,200,51200,370.33,425.36,short,drr
1765684572822,192,51200,515.50,572.27,short,drr
1765684572929,208,51200,378.09,435.82,short,drr
1765684572946,204,51200,445.97,504.64,short,drr
1765684573056,212,51200,382.79,444.00,short,drr
1765684573214,220,51200,390.78,455.74,short,drr
1765684573254,216,51200,512.25,574.83,short,drr
1765684573294,228,51200,364.46,428.31,short,drr
1765684573383,224,51200,508.43,572.70,short,drr
1765684573420,232,51200,364.53,412.46,short,drr
1765684573623,240,51200,368.73,419.94,short,drr
1765684573710,236,51200,495.74,544.52,short,drr
1765684573739,248,51200,355.69,409.41,short,drr
1765684573790,244,51200,493.33,547.54,short,drr
1765684573902,252,51200,481.40,536.88,short,drr
1765684574098,256,51200,473.82,532.75,short,drr
1765684574100,264,51200,361.33,422.10,short,drr
1765684574161,268,51200,370.73,433.88,short,drr
1765684574199,260,51200,487.80,548.35,short,drr
1765684574267,272,51200,362.74,425.87,short,drr
1765684574479,276,51200,381.48,428.98,short,drr
1765684574483,280,51200,382.73,430.28,short,drr
1765684574655,284,51200,496.46,547.10,short,drr
1765684574692,288,51200,493.34,544.59,short,drr
1765684574752,292,51200,483.60,539.18,short,drr
1765684574819,300,51200,334.21,391.30,short,drr
1765684574959,296,51200,478.13,534.09,short,drr
1765684575043,304,51200,386.80,445.55,short,drr
1765684575067,308,51200,373.61,434.30,short,drr
1765684575137,312,51200,384.04,446.49,short,drr
1765684575210,316,51200,388.65,453.00,short,drr
1765684575438,328,51200,368.09,418.13,short,drr
1765684575472,320,51200,512.96,559.23,short,drr
1765684575494,332,51200,356.50,408.93,short,drr
1765684575546,324,51200,503.07,551.91,short,drr
1765684575700,336,51200,490.13,542.71,short,drr
1765684575835,344,51200,361.41,418.34,short,drr
