time_ms,stream_id,bytes,sct_ms,e2e_ms,class,scheduler
1765684591467,32,51200,1329.73,1359.70,short,drr
1765684591529,12,51200,1396.01,1421.06,short,drr
1765684591586,24,51200,1436.22,1478.37,short,drr
1765684591588,36,51200,1436.21,1480.79,short,drr
1765684591605,56,51200,1433.02,1496.79,short,drr
1765684591610,64,51200,1432.79,1501.53,short,drr
1765684591615,72,51200,1432.66,1506.38,short,drr
1765684591635,104,51200,1432.60,1527.04,short,drr
1765684591642,20,51200,1432.65,1533.74,short,drr
1765684591643,40,51200,1503.24,1535.82,short,drr
1765684591646,0,51200,1503.51,1538.49,short,drr
1765684591647,116,51200,1502.18,1539.63,short,drr
1765684591656,8,51200,1525.80,1548.56,short,drr
1765684591661,16,51200,1525.99,1553.54,short,drr
1765684591666,28,51200,1501.64,1558.11,short,drr
1765684591674,60,51200,1499.18,1565.46,short,drr
1765684591679,68,51200,1499.37,1570.59,short,drr
1765684591685,4,51200,1500.74,1576.99,short,drr
1765684591694,92,51200,1499.72,1585.91,short,drr
1765684591698,96,51200,1501.05,1589.74,short,drr
1765684591701,100,51200,1501.12,1592.30,short,drr
1765684591706,108,51200,1501.24,1598.16,short,drr
1765684591708,112,51200,1501.33,1599.98,short,drr
1765684592121,48,51200,1954.45,2013.37,short,drr
1765684592142,84,51200,1951.17,2033.63,short,drr
1765684592170,44,51200,2022.61,2062.34,short,drr
1765684592190,52,51200,2020.99,2082.39,short,drr
1765684592280,80,51200,2091.60,2171.53,short,drr
1765684592918,120,51200,1392.30,1504.67,short,drr
1765684592925,124,51200,1393.56,1506.05,short,drr
1765684593004,132,51200,1393.91,1488.73,short,drr
1765684593010,136,51200,1394.16,1490.12,short,drr
1765684593048,156,51200,1394.45,1490.55,short,drr
1765684593052,160,51200,1395.75,1491.87,short,drr
1765684593058,164,51200,1397.17,1493.24,short,drr
1765684593080,176,51200,1393.52,1490.10,short,drr
1765684593090,180,51200,1396.07,1492.79,short,drr
1765684593094,184,51200,1396.09,1495.34,short,drr
1765684593098,188,51200,1397.36,1496.69,short,drr
1765684593102,192,51200,1398.68,1498.10,short,drr
1765684593106,196,51200,1399.95,1499.50,short,drr
1765684593110,204,51200,1401.21,1500.89,short,drr
1765684593113,200,51200,1402.49,1504.71,short,drr
1765684593137,208,51200,1396.17,1496.15,short,drr
1765684593145,172,51200,1465.94,1562.34,short,drr
1765684593515,216,51200,1373.30,1479.95,short,drr
1765684593534,140,51200,1890.60,1986.47,short,drr
1765684593540,148,51200,1893.21,1987.99,short,drr
1765684593546,152,51200,1894.49,1990.57,short,drr
1765684593623,168,51200,1955.90,2053.40,short,drr
1765684593644,228,51200,1363.96,1477.84,short,drr
1765684594002,212,51200,1878.93,1983.93,short,drr
