time_ms,stream_id,bytes,sct_ms,e2e_ms,class,scheduler
1765684964936,52,51200,1629.62,1651.41,short,rr
1765684964975,56,51200,1669.49,1691.10,short,rr
1765684965011,112,51200,1701.99,1726.64,short,rr
1765684965013,104,51200,1655.66,1727.95,short,rr
1765684965017,88,51200,1659.51,1731.69,short,rr
1765684965020,16,51200,1663.33,1735.44,short,rr
1765684965022,28,51200,1664.61,1736.68,short,rr
1765684965023,36,51200,1665.89,1737.95,short,rr
1765684965024,4,51200,1667.17,1739.21,short,rr
1765684965026,44,51200,1668.62,1740.64,short,rr
1765684965027,8,51200,1669.76,1741.72,short,rr
1765684965028,76,51200,1671.03,1742.98,short,rr
1765684965029,60,51200,1672.33,1744.68,short,rr
1765684965031,96,51200,1673.62,1745.56,short,rr
1765684965033,80,51200,1723.67,1748.38,short,rr
1765684965034,108,51200,1724.93,1749.61,short,rr
1765684965041,116,51200,1683.73,1755.93,short,rr
1765684965042,24,51200,1685.01,1757.72,short,rr
1765684965045,64,51200,1687.58,1759.75,short,rr
1765684965046,20,51200,1688.82,1760.90,short,rr
1765684965051,0,51200,1693.97,1766.73,short,rr
1765684965054,40,51200,1696.54,1768.57,short,rr
1765684965060,68,51200,1702.95,1774.91,short,rr
1765684965063,84,51200,1705.51,1777.46,short,rr
1765684965065,92,51200,1708.08,1780.02,short,rr
1765684965068,72,51200,1758.22,1783.12,short,rr
1765684965068,100,51200,1710.60,1782.54,short,rr
1765684966633,124,51200,1693.07,1757.00,short,rr
1765684966665,120,51200,1728.18,1792.18,short,rr
1765684966701,128,51200,1724.33,1786.68,short,rr
1765684966714,156,51200,1692.28,1752.89,short,rr
1765684966718,168,51200,1693.54,1751.62,short,rr
1765684966720,176,51200,1694.65,1751.51,short,rr
1765684966723,184,51200,1696.10,1751.56,short,rr
1765684966727,200,51200,1697.38,1750.27,short,rr
1765684966728,208,51200,1697.38,1748.99,short,rr
1765684966729,216,51200,1696.27,1747.75,short,rr
1765684966732,136,51200,1720.50,1783.57,short,rr
1765684966737,140,51200,1720.47,1783.55,short,rr
1765684966738,148,51200,1720.47,1782.35,short,rr
1765684966745,160,51200,1721.73,1781.07,short,rr
1765684966751,180,51200,1724.30,1779.78,short,rr
1765684966763,220,51200,1728.29,1778.46,short,rr
1765684966770,144,51200,1752.51,1814.45,short,rr
1765684966773,224,51200,1728.28,1781.08,short,rr
1765684966777,152,51200,1755.09,1815.72,short,rr
1765684966781,164,51200,1756.36,1814.44,short,rr
1765684966788,188,51200,1760.23,1814.48,short,rr
1765684966793,204,51200,1762.78,1814.44,short,rr
1765684966816,172,51200,1790.67,1847.72,short,rr
1765684966829,196,51200,1799.91,1852.83,short,rr
1765684968314,228,51200,1680.90,1744.46,short,rr
1765684968351,232,51200,1684.13,1743.11,short,rr
1765684968370,240,51200,1687.05,1749.90,short,rr
1765684968388,244,51200,1687.08,1748.14,short,rr
1765684968418,260,51200,1690.92,1750.72,short,rr
1765684968427,236,51200,1760.13,1819.10,short,rr
1765684968433,288,51200,1693.49,1747.69,short,rr
1765684968436,248,51200,1721.69,1784.01,short,rr
1765684968437,292,51200,1692.24,1746.40,short,rr
1765684968438,296,51200,1690.81,1745.00,short,rr
1765684968442,252,51200,1721.57,1782.65,short,rr
1765684968444,256,51200,1721.56,1782.67,short,rr
1765684968453,264,51200,1725.42,1783.94,short,rr
1765684968455,268,51200,1725.38,1782.64,short,rr
1765684968456,272,51200,1724.12,1781.36,short,rr
1765684968464,280,51200,1725.42,1780.86,short,rr
1765684968471,308,51200,1689.54,1750.15,short,rr
1765684968498,276,51200,1760.03,1815.51,short,rr
1765684968501,284,51200,1761.33,1815.54,short,rr
1765684968505,304,51200,1728.00,1788.61,short,rr
1765684968516,312,51200,1727.98,1789.90,short,rr
1765684968519,300,51200,1765.17,1820.65,short,rr
1765684968521,316,51200,1729.16,1792.37,short,rr
1765684968524,320,51200,1730.43,1792.38,short,rr
1765684970040,324,51200,1726.03,1788.96,short,rr
1765684970041,328,51200,1725.93,1787.57,short,rr
1765684970055,336,51200,1684.66,1748.31,short,rr
1765684970073,332,51200,1722.21,1784.54,short,rr
1765684970093,340,51200,1685.14,1747.42,short,rr
1765684970103,352,51200,1685.13,1747.35,short,rr
1765684970114,360,51200,1686.44,1748.75,short,rr
1765684970123,368,51200,1687.71,1747.35,short,rr
1765684970126,376,51200,1687.80,1744.81,short,rr
1765684970148,356,51200,1721.00,1784.57,short,rr
1765684970158,364,51200,1723.56,1784.48,short,rr
1765684970162,372,51200,1723.67,1780.70,short,rr
1765684970167,344,51200,1755.60,1819.21,short,rr
1765684970168,400,51200,1686.49,1747.01,short,rr
1765684970171,404,51200,1686.51,1747.07,short,rr
1765684970176,380,51200,1722.40,1780.36,short,rr
1765684970177,384,51200,1722.40,1779.09,short,rr
1765684970193,396,51200,1723.64,1781.61,short,rr
1765684970227,392,51200,1762.11,1818.49,short,rr
1765684970248,412,51200,1724.94,1788.02,short,rr
1765684970248,416,51200,1723.64,1785.46,short,rr
1765684971713,420,51200,1674.21,1739.65,short,rr
1765684971757,428,51200,1714.57,1778.62,short,rr
1765684971787,440,51200,1682.49,1745.27,short,rr
1765684971793,424,51200,1753.36,1817.54,short,rr
1765684971807,432,51200,1752.23,1813.71,short,rr
1765684971811,456,51200,1682.13,1740.59,short,rr
1765684971812,436,51200,1716.67,1780.76,short,rr
1765684971816,460,51200,1680.86,1740.66,short,rr
1765684971829,444,51200,1714.14,1776.96,short,rr
1765684971830,448,51200,1714.16,1775.25,short,rr
1765684971865,468,51200,1718.56,1779.59,short,rr
1765684971874,492,51200,1683.94,1743.24,short,rr
1765684971875,472,51200,1717.26,1778.29,short,rr
1765684971876,452,51200,1753.09,1811.67,short,rr
1765684971888,484,51200,1719.84,1780.39,short,rr
1765684971890,464,51200,1753.04,1812.85,short,rr
1765684971893,496,51200,1681.28,1743.21,short,rr
1765684971894,488,51200,1717.18,1776.51,short,rr
1765684971914,476,51200,1751.78,1814.12,short,rr
1765684971915,480,51200,1751.78,1812.84,short,rr
1765684973382,504,51200,1712.23,1780.62,short,rr
1765684973492,532,51200,1681.88,1743.44,short,rr
1765684973517,512,51200,1758.85,1821.76,short,rr
1765684973525,544,51200,1686.13,1745.57,short,rr
1765684973530,528,51200,1719.51,1781.10,short,rr
1765684973534,516,51200,1755.43,1817.87,short,rr
1765684973538,536,51200,1720.73,1778.93,short,rr
1765684973551,524,51200,1753.69,1816.55,short,rr
1765684973554,540,51200,1722.05,1780.25,short,rr
1765684973563,548,51200,1722.05,1781.47,short,rr
1765684973574,564,51200,1684.36,1742.98,short,rr
1765684973580,572,51200,1685.76,1744.24,short,rr
1765684973586,552,51200,1720.72,1782.76,short,rr
