time_ms,stream_id,bytes,sct_ms,e2e_ms,class,scheduler
1765684996689,0,51200,435.10,456.74,short,rr
1765684996766,36,51200,504.58,533.09,short,rr
1765684996771,4,51200,502.29,538.10,short,rr
1765684996787,24,51200,518.87,554.79,short,rr
1765684996795,16,51200,526.57,562.38,short,rr
1765684996805,8,51200,536.82,572.72,short,rr
1765684996810,20,51200,541.95,577.75,short,rr
1765684996812,28,51200,543.23,579.01,short,rr
1765684996827,32,51200,558.61,594.50,short,rr
1765684997224,40,51200,535.45,577.99,short,rr
1765684997309,48,51200,535.69,580.68,short,rr
1765684997314,44,51200,545.89,591.00,short,rr
1765684997331,56,51200,535.76,579.47,short,rr
1765684997336,64,51200,534.49,579.44,short,rr
1765684997341,60,51200,546.01,589.71,short,rr
1765684997364,72,51200,547.29,592.25,short,rr
1765684997769,76,51200,542.28,597.73,short,rr
1765684997837,80,51200,539.59,596.30,short,rr
1765684997842,84,51200,539.56,596.38,short,rr
1765684997858,88,51200,526.76,583.57,short,rr
1765684997859,92,51200,526.77,582.29,short,rr
1765684997874,96,51200,538.29,592.52,short,rr
1765684997901,100,51200,548.57,606.60,short,rr
1765684998303,104,51200,532.83,576.78,short,rr
1765684998379,112,51200,535.52,580.56,short,rr
1765684998384,108,51200,547.02,590.83,short,rr
1765684998400,124,51200,536.78,580.65,short,rr
1765684998406,120,51200,546.99,592.19,short,rr
1765684998423,128,51200,532.99,580.63,short,rr
1765684998835,132,51200,530.60,587.29,short,rr
1765684998894,136,51200,526.76,584.71,short,rr
1765684998929,140,51200,542.15,598.88,short,rr
1765684998938,148,51200,530.62,587.42,short,rr
1765684998952,144,51200,551.14,609.21,short,rr
1765684998979,152,51200,554.98,613.05,short,rr
1765684999365,156,51200,540.97,586.19,short,rr
1765684999417,160,51200,530.70,577.17,short,rr
1765684999475,164,51200,544.81,591.37,short,rr
1765684999485,168,51200,546.10,591.35,short,rr
1765684999499,172,51200,546.09,592.59,short,rr
1765684999501,176,51200,531.99,581.07,short,rr
1765684999908,180,51200,542.17,597.64,short,rr
1765684999934,184,51200,526.79,584.84,short,rr
1765685000003,188,51200,528.08,587.45,short,rr
1765685000027,196,51200,528.07,586.15,short,rr
1765685000042,192,51200,565.24,623.32,short,rr
1765685000042,200,51200,539.62,597.69,short,rr
1765685000442,204,51200,531.97,577.18,short,rr
1765685000456,208,51200,530.69,578.49,short,rr
1765685000549,212,51200,544.78,592.58,short,rr
1765685000575,216,51200,546.06,595.17,short,rr
1765685000579,220,51200,547.34,596.41,short,rr
1765685000588,224,51200,546.06,593.84,short,rr
1765685000986,228,51200,543.48,601.48,short,rr
1765685001081,236,51200,542.22,602.78,short,rr
1765685001108,240,51200,543.50,604.12,short,rr
1765685001121,244,51200,542.24,604.13,short,rr
1765685001125,248,51200,544.78,605.40,short,rr
1765685001538,252,51200,549.90,597.70,short,rr
1765685001605,256,51200,535.80,586.19,short,rr
1765685001631,260,51200,533.19,584.82,short,rr
1765685001658,268,51200,544.72,596.41,short,rr
1765685002151,276,51200,556.08,617.98,short,rr
1765685002154,280,51200,531.73,592.32,short,rr
1765685002201,284,51200,543.31,603.85,short,rr
1765685002694,292,51200,538.43,588.66,short,rr
1765685002742,296,51200,540.99,591.27,short,rr
1765685002763,288,51200,608.93,660.40,short,rr
1765685002849,52,575488,6059.99,6104.88,medium,rr
1765685003237,300,51200,544.75,605.37,short,rr
1765685003238,304,51200,544.76,604.10,short,rr
1765685003290,308,51200,546.03,606.63,short,rr
1765685003383,312,51200,544.63,587.28,short,rr
1765685003759,320,51200,529.11,580.91,short,rr
1765685003769,316,51200,542.12,593.78,short,rr
1765685003820,324,51200,529.32,582.25,short,rr
1765685003879,116,575488,6021.54,6067.96,medium,rr
1765685003925,328,51200,540.98,597.68,short,rr
1765685004298,332,51200,539.74,599.06,short,rr
1765685004313,336,51200,541.00,582.37,short,rr
1765685004363,340,51200,541.00,583.69,short,rr
1765685004410,344,51200,540.99,584.96,short,rr
1765685004457,348,51200,541.00,586.23,short,rr
1765685004828,352,51200,529.34,582.23,short,rr
1765685004882,356,51200,569.08,623.29,short,rr
1765685004909,360,51200,544.73,597.64,short,rr
1765685004989,368,51200,543.45,601.53,short,rr
1765685005376,372,51200,546.06,588.73,short,rr
1765685005415,376,51200,544.74,588.70,short,rr
1765685005900,388,51200,535.56,591.08,short,rr
1765685005938,392,51200,533.04,587.25,short,rr
1765685006445,396,51200,544.65,587.33,short,rr
1765685006549,400,51200,530.55,575.80,short,rr
1765685006549,232,575488,6103.59,6161.67,medium,rr
1765685006990,404,51200,555.00,611.71,short,rr
1765685007004,408,51200,543.47,597.70,short,rr
1765685007080,412,51200,540.91,598.92,short,rr
1765685007158,264,575488,6048.44,6098.80,medium,rr
1765685007524,416,51200,544.72,591.24,short,rr
1765685007550,272,575488,6011.20,6070.51,medium,rr
1765685007553,420,51200,547.31,591.27,short,rr
1765685007619,424,51200,549.88,597.63,short,rr
1765685007696,428,51200,549.80,598.90,short,rr
1765685008060,432,51200,546.01,602.71,short,rr
1765685008072,436,51200,533.22,591.22,short,rr
1765685008140,444,51200,530.52,589.83,short,rr
