time_ms,stream_id,bytes,sct_ms,e2e_ms,class,scheduler
1765684928245,0,51200,567.77,589.22,short,rr
1765684928259,12,51200,581.89,603.26,short,rr
1765684928269,4,51200,588.37,613.36,short,rr
1765684928272,8,51200,590.94,616.03,short,rr
1765684928273,16,51200,586.02,617.23,short,rr
1765684928276,20,51200,588.54,619.61,short,rr
1765684928278,28,51200,591.15,622.20,short,rr
1765684928280,36,51200,592.48,623.50,short,rr
1765684928286,24,51200,598.84,629.90,short,rr
1765684928288,32,51200,601.29,632.34,short,rr
1765684928802,40,51200,568.52,608.63,short,rr
1765684928814,44,51200,564.68,604.78,short,rr
1765684928829,48,51200,565.92,607.35,short,rr
1765684928833,56,51200,567.24,608.65,short,rr
1765684928842,52,51200,578.76,620.17,short,rr
1765684928849,60,51200,578.85,620.18,short,rr
1765684928853,64,51200,576.25,616.34,short,rr
1765684928855,68,51200,574.96,615.06,short,rr
1765684928870,72,51200,590.35,630.41,short,rr
1765684929381,84,51200,577.77,616.60,short,rr
1765684929389,80,51200,585.46,624.29,short,rr
1765684929395,96,51200,561.07,599.91,short,rr
1765684929403,88,51200,585.48,625.60,short,rr
1765684929417,100,51200,571.35,611.48,short,rr
1765684929425,104,51200,573.94,614.03,short,rr
1765684929430,108,51200,572.65,611.48,short,rr
1765684929432,112,51200,572.67,611.43,short,rr
1765684929955,116,51200,573.76,612.58,short,rr
1765684929969,128,51200,566.07,603.52,short,rr
1765684929971,132,51200,566.00,603.54,short,rr
1765684929974,124,51200,577.38,613.64,short,rr
1765684929976,120,51200,587.67,623.94,short,rr
1765684929998,140,51200,568.42,607.27,short,rr
1765684930003,144,51200,569.70,607.26,short,rr
1765684930016,136,51200,591.51,630.37,short,rr
1765684930525,148,51200,569.91,607.31,short,rr
1765684930526,152,51200,567.40,606.09,short,rr
1765684930541,164,51200,567.57,606.07,short,rr
1765684930544,156,51200,578.90,618.91,short,rr
1765684930549,160,51200,576.46,616.33,short,rr
1765684930552,168,51200,563.68,603.45,short,rr
1765684930556,172,51200,562.43,602.23,short,rr
1765684930604,176,51200,599.61,638.10,short,rr
1765684931076,180,51200,558.46,597.27,short,rr
1765684931099,184,51200,572.55,610.05,short,rr
1765684931102,188,51200,560.90,598.42,short,rr
1765684931111,200,51200,560.90,597.16,short,rr
1765684931120,196,51200,573.64,611.20,short,rr
1765684931129,192,51200,585.20,622.69,short,rr
1765684931142,204,51200,586.44,622.75,short,rr
1765684931170,208,51200,564.66,604.80,short,rr
1765684931639,212,51200,562.33,599.06,short,rr
1765684931662,216,51200,573.86,611.42,short,rr
1765684931678,220,51200,572.70,611.38,short,rr
1765684931679,228,51200,559.89,597.31,short,rr
1765684931683,224,51200,571.41,608.82,short,rr
1765684931701,236,51200,570.16,608.85,short,rr
1765684931705,232,51200,583.03,620.38,short,rr
1765684931726,240,51200,567.67,608.86,short,rr
1765684932211,244,51200,571.30,607.68,short,rr
1765684932222,248,51200,559.79,596.06,short,rr
1765684932234,252,51200,559.80,597.35,short,rr
1765684932253,260,51200,572.60,608.88,short,rr
1765684932263,256,51200,584.12,621.68,short,rr
1765684932282,268,51200,576.45,612.71,short,rr
1765684932790,280,51200,577.12,615.01,short,rr
1765684932799,284,51200,565.58,603.53,short,rr
1765684932825,276,51200,614.29,652.20,short,rr
1765684932826,288,51200,574.56,614.56,short,rr
1765684932830,292,51200,575.86,615.84,short,rr
1765684932844,296,51200,573.19,612.01,short,rr
1765684933356,300,51200,563.46,602.12,short,rr
1765684933364,304,51200,564.63,601.95,short,rr
1765684933381,308,51200,564.63,603.34,short,rr
1765684933397,312,51200,576.18,614.89,short,rr
1765684933398,320,51200,564.63,600.90,short,rr
1765684933400,316,51200,573.61,609.87,short,rr
1765684933928,324,51200,583.67,621.76,short,rr
1765684933936,328,51200,571.79,608.56,short,rr
1765684933951,332,51200,569.22,607.12,short,rr
